FB;M;20190401;000000;183.1000000;196.5500000;181.6600000;193.3700000;5017836
FB;M;20190501;000000;194.4000000;196.1700000;177.1700000;177.4300000;12040717
FB;M;20190601;000000;170.2700000;193.9700000;160.8500000;193.0400000;19304009
FB;M;20190701;000000;194.5700000;205.3700000;191.9400000;194.3000000;15419040
FB;M;20190801;000000;195.9200000;198.4600000;176.6600000;185.3800000;12169822
FB;M;20190901;000000;185.1500000;192.4100000;175.6700000;178.1100000;14218566
FB;M;20191001;000000;178.4400000;195.1700000;173.2900000;191.7700000;16494511
FB;M;20191101;000000;193.2800000;203.8000000;188.8800000;201.8000000;13733020
FB;M;20191201;000000;199.3400000;208.7100000;194.2100000;205.2700000;11974187
FB;M;20200101;000000;207.5400000;224.2000000;201.0750000;201.8300000;20816649
FB;M;20200201;000000;204.8600000;218.7500000;185.0300000;192.1500000;18857665
FB;M;20200301;000000;194.0300000;197.2000000;137.1500000;166.7700000;49297648
FB;M;20200401;000000;161.3650000;207.8100000;150.8600000;204.1900000;32346590
FB;M;20200501;000000;201.3700000;240.9000000;198.7800000;224.1900000;36694403
FB;M;20200601;000000;224.5900000;245.1700000;207.1100000;226.9900000;23324772
FB;M;20200701;000000;228.4500000;255.5500000;226.9150000;253.9800000;22481829
FB;M;20200801;000000;252.6500000;304.6300000;247.4500000;293.2800000;17801791
FB;M;20200901;000000;295.0100000;303.5700000;244.1300000;261.6700000;16658859
FB;M;20201001;000000;265.5200000;285.2100000;254.8400000;263.7500000;18674780
FB;M;20201101;000000;264.6700000;297.3800000;257.3800000;277.4800000;14398758
FB;M;20210101;000000;274.6500000;286.7400000;244.6500000;258.2100000;17255313
